id,title,original_url,score_F1A,score_F1B,score_F2,score_F3,score_F4,score_A1.1,score_A1.2,score_A2,score_I1,score_I2,score_I3,score_R1.1,score_R1.2,score_R1.3,total_F,avg_F,total_A,avg_A,total_I,avg_I,total_R,avg_R,score_total,score_avg
pvonto,Pharmacovigilance Ontology,https://bioportal.bioontology.org/ontologies/PVONTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pmapp-pmo,PMO Precision Medicine Ontology,https://bioportal.bioontology.org/ontologies/PMAPP-PMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iaml-mop,IAML Medium of Performance Vocabulary,https://bioportal.bioontology.org/ontologies/IAML-MOP,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
atom,Atlas Ontology Model,https://bioportal.bioontology.org/ontologies/ATOM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
atol,Animal Trait Ontology for Livestock,https://bioportal.bioontology.org/ontologies/ATOL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
m4m-char,M4M-CHAR,https://bioportal.bioontology.org/ontologies/M4M-CHAR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
vodanakenya,VODANA KENYA,https://bioportal.bioontology.org/ontologies/VODANAKENYA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
nlmvs,NIH NLM Value Sets,https://bioportal.bioontology.org/ontologies/NLMVS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
rda-content,RDA Content type,https://bioportal.bioontology.org/ontologies/RDA-CONTENT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ichom-proms-pcb,ICHOM Set Pregcy and Childbirth,https://bioportal.bioontology.org/ontologies/ICHOM-PROMS-PCB,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bdpm,Base de DonnÃ©es Publique des MÃ©dicaments,https://bioportal.bioontology.org/ontologies/BDPM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
opb,Ontology of Physics for Biology,https://bioportal.bioontology.org/ontologies/OPB,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iso19115,ISO 19115,https://bioportal.bioontology.org/ontologies/ISO19115,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iso19110,ISO 19110 Methodology for Feature Cataloguing,https://bioportal.bioontology.org/ontologies/ISO19110,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
falls,falls prevention ,https://bioportal.bioontology.org/ontologies/FALLS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
biomo,Biological Observation Matrix Ontology,https://bioportal.bioontology.org/ontologies/BIOMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sdoho,social determits of health ontology-TaoLab,https://bioportal.bioontology.org/ontologies/SDOHO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
gcbo,Global Code Book Ontology,https://bioportal.bioontology.org/ontologies/GCBO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hoip,Homeostasis imbalance process ontology,https://bioportal.bioontology.org/ontologies/HOIP,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cedarvs,CEDAR Value Sets,https://bioportal.bioontology.org/ontologies/CEDARVS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ope,Ontology of Physical Exercises,https://bioportal.bioontology.org/ontologies/OPE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
moocciado,Molgula occidentalis Anatomy and Development Ontology,https://bioportal.bioontology.org/ontologies/MOOCCIADO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
obi_iee,The Ontology for Biomedical Investigation based Inner Ear Electrophysiology ,https://bioportal.bioontology.org/ontologies/OBI_IEE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
neo,Neurologic Examination Ontology,https://bioportal.bioontology.org/ontologies/NEO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
apaneurocluster,APA Neuro Cluster,https://bioportal.bioontology.org/ontologies/APANEUROCLUSTER,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
materialsmine,MaterialsMine Ontology,https://bioportal.bioontology.org/ontologies/MATERIALSMINE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iso-food,A formal representation of the knowledge within the domain of Isotopes for Food Science,https://bioportal.bioontology.org/ontologies/ISO-FOOD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dsip_fl_7,DSIP_FL_7,https://bioportal.bioontology.org/ontologies/DSIP_FL_7,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mooculado,Molgula oculata Anatomy and Development Ontology,https://bioportal.bioontology.org/ontologies/MOOCULADO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
orex-wg,OSIRIS-REx sample analysis workgroups,https://bioportal.bioontology.org/ontologies/OREX-WG,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
nmobr,NeuroMorpho.Org brain region ontologies,https://bioportal.bioontology.org/ontologies/NMOBR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
paymentmode,Payment Mode,https://bioportal.bioontology.org/ontologies/PAYMENTMODE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
thesisdemo,thesisdemo,https://bioportal.bioontology.org/ontologies/THESISDEMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ofsmr,Open Predictive Microbiology Ontology,https://bioportal.bioontology.org/ontologies/OFSMR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
four-m_vocabs,AGE-FRIENDLY 4M VOCABULARY,https://bioportal.bioontology.org/ontologies/FOUR-M_VOCABS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
acvd_ontology,Atherosclerotic Cerebrovascular Disease Ontology,https://bioportal.bioontology.org/ontologies/ACVD_ONTOLOGY,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fasto,HL7 FHIR and SSN ontology based Type 1 Diabetes Mellitus Ontology,https://bioportal.bioontology.org/ontologies/FASTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
svu_mws_wsm_f23,MWS-WSM-F23 Syrian Cinema Ontology,https://bioportal.bioontology.org/ontologies/SVU_MWS_WSM_F23,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hoom,HPO - ORDO Ontological Module,https://bioportal.bioontology.org/ontologies/HOOM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
tephram4mexample,Tephra M4M Example,https://bioportal.bioontology.org/ontologies/TEPHRAM4MEXAMPLE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ethopd,Ethiopian OPD,https://bioportal.bioontology.org/ontologies/ETHOPD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bin,Body in Numbers project terminology,https://bioportal.bioontology.org/ontologies/BIN,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
insecth,insectH,https://bioportal.bioontology.org/ontologies/INSECTH,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
infection_trans,Infection Transmission Ontology,https://bioportal.bioontology.org/ontologies/INFECTION_TRANS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hivhpv,HIVHPV,https://bioportal.bioontology.org/ontologies/HIVHPV,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
endoh,Environmental Determits of Health,https://bioportal.bioontology.org/ontologies/ENDOH,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
biodivthes,Biodiversity Thesaurus,https://bioportal.bioontology.org/ontologies/BIODIVTHES,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
d3o,DSMZ Digital Diversity Ontology,https://bioportal.bioontology.org/ontologies/D3O,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
nxdx,Test NXDX,https://bioportal.bioontology.org/ontologies/NXDX,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
wetaxtopics,NEAT: wiNd Energy tAxonomy of Topics,https://bioportal.bioontology.org/ontologies/WETAXTOPICS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
wweca,Women with Epilepsy of Child-bearing Age Ontology,https://bioportal.bioontology.org/ontologies/WWECA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bio2rdf-pubmed,PubMed,http://pubmed.bio2rdf.org/,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
pco,Population and Community Ontology,https://www.ebi.ac.uk/ols4/ontologies/pco,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
ccfo,Human Reference Atlas Common Coordinate Framework Ontology,https://humanatlas.io/ccf-ontology,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
uniprot,UniProt Core Ontology,https://www.uniprot.org/,2,0,,,,2,0,,1,1,2,0,0,1,4,1,2,1,4,1.333,1,0.333,11,0.917
sibo,Social Insect Behavior Ontology,https://www.ebi.ac.uk/ols4/ontologies/sibo,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
rexo,Regulation of Gene Expression Ontolology,https://www.ebi.ac.uk/ols4/ontologies/rexo,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
reto,Regulation of Transcription Ontology,https://www.ebi.ac.uk/ols4/ontologies/reto,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
dcm,DICOM Controlled Terminology,http://dicom.nema.org/medical/dicom/current/output/chtml/part16/chapter_D.html,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
bco,Biological Collections Ontology,https://www.ebi.ac.uk/ols4/ontologies/bco,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
foodon,The FoodOn Food Ontology,https://foodon.org/,2,0,,,,2,0,,1,0,0,0,0,0,3,0.75,2,1,1,0.333,0,0,6,0.5
bfo,Basic Formal Ontology,https://bioportal.bioontology.org/ontologies/BFO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mirnao,,https://bioportal.bioontology.org/ontologies/MIRNAO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ncro,Non-coding RNA Ontology,http://omnisearch.soc.southalabama.edu/w/index.php/Ontology,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fbsp,Fly taxonomy,https://bioportal.bioontology.org/ontologies/FB-SP,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dinto,Drug-drug Interaction Ontology,http://labda.inf.uc3m.es/doku.php?id=es:labda_dinto,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fbcv,FlyBase Controlled Vocabulary (FBcv),https://www.ebi.ac.uk/ols4/ontologies/fbcv,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
dron,The Drug Ontology,https://bioportal.bioontology.org/ontologies/DRON,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ado,Alzheimer's Disease Ontology,https://bioportal.bioontology.org/ontologies/ADO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
owl,The OWL 2 Schema vocabulary (OWL 2),https://www.ebi.ac.uk/ols4/ontologies/owl,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
coid,Combined Ontology for Inflammatory Diseases,https://bioportal.bioontology.org/ontologies/COID,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dpo,Drosophila Phenotype Ontology,https://bioportal.bioontology.org/ontologies/DPO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ecao,The Echinoderm Anatomy and Development Ontology,https://www.ebi.ac.uk/ols4/ontologies/ecao,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
disdriv,Disease Drivers Ontology,http://www.disease-ontology.org,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
doid,Human Disease Ontology,https://bioportal.bioontology.org/ontologies/DOID,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
txpo,Toxic Process Ontology,https://bioportal.bioontology.org/ontologies/TXPO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cctoo,Cancer Care: Treatment Outcome Ontology,https://bioportal.bioontology.org/ontologies/CCTOO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ncit,National Cancer Institute Thesaurus,https://bioportal.bioontology.org/ontologies/NCIT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mondo,Mondo Disease Ontology,https://monarch-initiative.github.io/mondo,2,0,,,,2,0,,1,2,0,0,0,2,5,1.25,2,1,3,1,2,0.667,12,1
nomen,NOMEN - A nomenclatural ontology for biological names,https://bioportal.bioontology.org/ontologies/NOMEN,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
tads,Tick Anatomy Ontology,https://www.vectorbase.org/ontology-browser,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
uberon,Uberon multi-species anatomy ontology,http://uberon.org,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
chebi,CHEBI,http://www.ebi.ac.uk/chebi,2,0,,,,2,0,,1,1,0,0,0,1,4,1,2,1,2,0.667,1,0.333,9,0.75
bioportal-bootstrep,Gene Regulation Ontology,https://bioportal.bioontology.org/ontologies/GRO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
idomal,Malaria Ontology,https://bioportal.bioontology.org/ontologies/IDOMAL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ido,Infectious Disease Ontology,https://bioportal.bioontology.org/ontologies/IDO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
veo,Visualized Emotion Ontology,https://bioportal.bioontology.org/ontologies/VEO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cbo,Cell Behavior Ontology,https://bioportal.bioontology.org/ontologies/CBO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ino,Interaction Network Ontology,https://bioportal.bioontology.org/ontologies/INO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hino,HINO: Human Interaction Network Ontology,http://www.ino-ontology.org/hino.php,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
afo,Allotrope Merged Ontology Suite,https://www.allotrope.org/ontologies,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
enm,eoMapper Ontology,http://www.enanomapper.net/,2,0,,,,2,0,,1,2,0,0,0,2,5,1.25,2,1,3,1,2,0.667,12,1
ddpheno,Dictyostelium Discoideum Phenotype Ontology,http://dictybase.org/,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
eco,Evidence & Conclusion Ontology,https://www.evidenceontology.org,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
ao,Asthma Ontology,http://purl.org/ontology/ao/core,0,2,,,,0,0,,0,0,0,0,0,0,2,0.5,0,0,0,0,0,0,2,0.167
hao,Hymenoptera Anatomy Ontology,https://bioportal.bioontology.org/ontologies/HAO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hso,Health Surveillance Ontology,https://w3id.org/hso,,,,,,,,,,,,,,,,,,,,,,,,
pico,Pathogen-related Informed Consent Ontology,http://data.cochrane.org/ontologies/pico/,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fbbt,Drosophila Anatomy Ontology,http://obofoundry.org/ontology/fbbt.html,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
fbdv,Drosophila Developmental Ontology,http://obofoundry.org/ontology/fbdv.html,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
bto,BRENDA Tissue Ontology,http://www.brenda-enzymes.org,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
ncbitaxon,NCBI organismal classification,https://bioportal.bioontology.org/ontologies/NCBITAXON,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pw,Pathway ontology,https://bioportal.bioontology.org/ontologies/PW,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ogi,Ontology for Genetic Interval,https://bioportal.bioontology.org/ontologies/OGI,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ev,eVOC (Expressed Sequence Annotation for Humans),https://old.datahub.io/bg/dataset/bioportal-ev,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mmo,Measurement Method Ontology,https://bioportal.bioontology.org/ontologies/MMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ido;_vido;_cido,Infectious Disease Ontology,https://bioportal.bioontology.org/ontologies/IDO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
genepio,Genomic Epidemiology Ontology,http://genepio.org/,,,,,,,,,,,,,,,,,,,,,,,,
cl,Cell Ontology,https://obophenotype.github.io/cell-ontology/,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
cheminf,Chemical Information Ontology,https://bioportal.bioontology.org/ontologies/CHEMINF,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mido,Mycosis Infectious Disease Ontology,https://bioportal.bioontology.org/ontologies/MIDO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
lib,MWS-WSM,https://bioportal.bioontology.org/ontologies/LIB,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
of,OntoFood,https://bioportal.bioontology.org/ontologies/OF,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cs,Coping Strategies for Adverse Drug Events Ontology,https://bioportal.bioontology.org/ontologies/CS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
xlmod,HUPO-PSI cross-linking and derivatization reagents controlled vocabulary,http://www.psidev.info/groups/controlled-vocabularies,2,0,,,,2,0,,1,1,0,0,2,1,4,1,2,1,2,0.667,3,1,11,0.917
colao,Coleoptera Anatomy Ontology,https://bioportal.bioontology.org/ontologies/COLAO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
gaz,,http://environmentontology.github.io/gaz/,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
dcterms,DCMI Metadata Terms: properties in /terms/ namespace,https://bioportal.bioontology.org/ontologies/DCTERMS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dicom,Healthcare Vocabulary,http://purl.org/healthcarevocab/v1,,,,,,,,,,,,,,,,,,,,,,,,
ero,eagle-i resource ontology,https://open.med.harvard.edu/wiki/display/eaglei/Ontology,,,,,,,,,,,,,,,,,,,,,,,,
hra,Human Reference Atlas,https://bioportal.bioontology.org/ontologies/HRA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mro,Defen,https://bioportal.bioontology.org/ontologies/MRO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ocd,OCD ontology,https://bioportal.bioontology.org/ontologies/OCD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cco,Cell Cycle Ontology,https://bioportal.bioontology.org/ontologies/CCO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
chemrof,CHEMROF,https://bioportal.bioontology.org/ontologies/CHEMROF,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dto,Drug Target Ontology,https://bioportal.bioontology.org/ontologies/DTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
carolio,Caroli's Disease and Syndrome Ontology,https://bioportal.bioontology.org/ontologies/CAROLIO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
orth,Orthology Ontology,http://purl.org/net/orth,,,,,,,,,,,,,,,,,,,,,,,,
fbbi,Biological Imaging Methods Ontology,http://cellimagelibrary.org/,2,0,,,,2,0,,1,1,2,0,0,1,4,1,2,1,4,1.333,1,0.333,11,0.917
cmo,Clinical Measurement Ontology,https://bioportal.bioontology.org/ontologies/CMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
go,Gene Ontology,https://bioportal.bioontology.org/ontologies/GO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hancestro,Human Ancestry Ontology,https://ebispot.github.io/hancestro/,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
pr,PRotein Ontology,http://proconsortium.org,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
miapa,MIAPA Ontology,http://www.evoio.org/wiki/MIAPA,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
vo,Vaccine Ontology,https://bioportal.bioontology.org/ontologies/VO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fideo,Food Interactions with Drugs Evidence Ontology,https://gitub.u-bordeaux.fr/erias/fideo,2,0,,,,2,0,,1,1,0,0,0,1,4,1,2,1,2,0.667,1,0.333,9,0.75
ohd,Oral Health and Disease Ontology,https://purl.obolibrary.org/obo/ohd/home,0,2,,,,0,0,,0,0,0,0,0,0,2,0.5,0,0,0,0,0,0,2,0.167
spd,Spider Ontology,https://bioportal.bioontology.org/ontologies/SPD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cdno,Compositional Dietary Nutrition Ontology,https://cdno.info/,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
epo,Epidemiology Ontology,https://code.google.com/p/epidemiology-ontology/,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
ovae,Ontology of Vaccine Adverse Events,http://www.violinet.org/ovae/,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
vt,Vertebrate Trait Ontology,https://bioportal.bioontology.org/ontologies/VT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
gexo,Gene Expression Ontology,http://www.semantic-systems-biology.org/apo,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
fma,Foundational Model of Anatomy,https://bioportal.bioontology.org/ontologies/FMA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
obi,Ontology for Biomedical Investigations,https://bioportal.bioontology.org/ontologies/OBI,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
vso,Vital Sign Ontology,http://www.heppnetz.de/ontologies/vso/ns.owl,2,0,,,,2,2,,1,2,2,2,0,2,5,1.25,4,2,5,1.667,4,1.333,18,1.5
ogg,Ontology of Genes and Genomes,https://bitbucket.org/hegroup/ogg,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
omit,Ontology for MIRNA Target,http://omit.cis.usouthal.edu/,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
biolink,Biolink Model,https://bioportal.bioontology.org/ontologies/BIOLINK,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ocimido,Ocular Immune-Mediated Inflammatory Diseases Ontology,https://bioportal.bioontology.org/ontologies/OCIMIDO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
do,byo Disease Ontology,http://www.disease-ontology.org,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
gsso,"Gender, Sex, and Sexual Orientation ontology",https://gsso.research.cchmc.org/,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
cob,Core Ontology for Biology and Biomedicine,https://obofoundry.org/COB/,2,0,,,,2,0,,0,0,0,0,0,0,2,0.5,2,1,0,0,0,0,4,0.333
edam-bioimaging,EDAM Bioimaging Ontology,https://bioportal.bioontology.org/ontologies/EDAM-BIOIMAGING,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
symp,Symptom Ontology,http://symptomontologywiki.igs.umaryland.edu/mediawiki/index.php/Main_Page,0,0,,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ocvdae,Ontology of Cardiovascular Drug Adverse Events,"https://bioportal.bioontology.org/ontologies/OCVDAE (Bioportal), https://github.com/OCVDAE (Ontobee), https://github.com/wangliwei33/OCVDAE (Github)",0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
codo,CODO: an Ontology for collection and analysis of COviD-19 data,"https://bioportal.bioontology.org/ontologies/CODO (Bioportal), https://github.com/biswanathdutta/CODO (Github)",0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
