id,title,original_url,score_F1A,score_F1B,score_F2,score_F3,score_F4,score_A1.1,score_A1.2,score_A2,score_I1,score_I2,score_I3,score_R1.1,score_R1.2,score_R1.3,total_F,avg_F,total_A,avg_A,total_I,avg_I,total_R,avg_R,score_total,score_avg
ddss,Health_ontology,https://bioportal.bioontology.org/ontologies/DDSS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
apatandt,APA Tests and Testing cluster,https://bioportal.bioontology.org/ontologies/APATANDT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cto-ndd,Clinical Trials Ontology - Neurodegenerative Diseases,https://bioportal.bioontology.org/ontologies/CTO-NDD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
umms,FirstOntologyForUMMS,https://bioportal.bioontology.org/ontologies/UMMS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
tml,trasformative machine learning metadata,https://bioportal.bioontology.org/ontologies/TML,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
peao,Plant Experimental Assay Ontology,https://bioportal.bioontology.org/ontologies/PEAO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
soho,Social Determits of Health Ontology,https://bioportal.bioontology.org/ontologies/SOHO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pe-o,Pre-eclampsia Ontology,https://bioportal.bioontology.org/ontologies/PE-O,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
neicbeer,The NeIC PaRI beer vocabulary,https://bioportal.bioontology.org/ontologies/NEICBEER,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cmdo,Clinical MetaData Ontology,https://bioportal.bioontology.org/ontologies/CMDO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hhearvs,HHEAR Value Sets,https://bioportal.bioontology.org/ontologies/HHEARVS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sasap,The State of Alaska's Salmon and People Ontology,https://bioportal.bioontology.org/ontologies/SASAP,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bctt,Behaviour Change Technique Taxonomy,https://bioportal.bioontology.org/ontologies/BCTT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hivhpvschistosom,HIVHPVSchistosomiasis,https://bioportal.bioontology.org/ontologies/HIVHPVSCHISTOSOM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iobc,Interlinking Ontology for Biological Concepts,https://bioportal.bioontology.org/ontologies/IOBC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fast-event,FAST (Faceted Application of Subject Terminology) Event,https://bioportal.bioontology.org/ontologies/FAST-EVENT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
nio,Neuropsychological Integrative Ontology,https://bioportal.bioontology.org/ontologies/NIO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
glycordf,GlycoRDF,https://bioportal.bioontology.org/ontologies/GLYCORDF,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
syriandrugs,Syrian Drugs and medicines,https://bioportal.bioontology.org/ontologies/SYRIANDRUGS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ipd,injury process description ontology,https://bioportal.bioontology.org/ontologies/IPD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mads-rdf,Metadata Authority Description Schema in RDF,https://bioportal.bioontology.org/ontologies/MADS-RDF,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
rsa,Reference Sequence Annotation,https://bioportal.bioontology.org/ontologies/RSA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
icd-o-3,"International Classification of Diseases for Oncology, 3rd edition",https://bioportal.bioontology.org/ontologies/ICD-O-3,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dreamdnpto,Dementia-Related Emotional And Mood Disturbance Non-Pharmacological Treatment Ontology,https://bioportal.bioontology.org/ontologies/DREAMDNPTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
npi,Non-Pharmacological Interventions (NPIs),https://bioportal.bioontology.org/ontologies/NPI,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bflc,LC BIBFRAME 2.0 Vocabulary Extension,https://bioportal.bioontology.org/ontologies/BFLC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hhear,Human Health Exposure Analysis Resource,https://bioportal.bioontology.org/ontologies/HHEAR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hhearp,HHEAR Properties,https://bioportal.bioontology.org/ontologies/HHEARP,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sarsmutonto,Ontology for SARS-CoV-2  lineages and mutations,https://bioportal.bioontology.org/ontologies/SARSMUTONTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ecp,Electronic Care Plan,https://bioportal.bioontology.org/ontologies/ECP,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bcsr-onto,Breast cancer screening recommendation ontology,https://bioportal.bioontology.org/ontologies/BCSR-ONTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
lpt,Livestock Product Trait Ontology,https://bioportal.bioontology.org/ontologies/LPT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
orcs,Ontology for Representing CDM Semantics,https://bioportal.bioontology.org/ontologies/ORCS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
genai,Generative AI Ontology,https://bioportal.bioontology.org/ontologies/GENAI,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pharmgkb,PharmGKB Ontology,https://bioportal.bioontology.org/ontologies/PHARMGKB,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
gdmt,Generic Dataset Metadata Template Vocabulary,https://bioportal.bioontology.org/ontologies/GDMT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cdo,Chinese Diabetes Mellitus Ontology,https://bioportal.bioontology.org/ontologies/CDO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cdoh,Commercial determit of Health Ontology,https://bioportal.bioontology.org/ontologies/CDOH,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
adicap,Association pour le D̩veloppement de l'Informatique en Cytologie et Anatomie Pathologique,https://bioportal.bioontology.org/ontologies/ADICAP,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cohsi2termsweekx,cohsi2termsweekx,https://bioportal.bioontology.org/ontologies/COHSI2TERMSWEEKX,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dmto,Diabetes Mellitus Treatment Ontology,https://bioportal.bioontology.org/ontologies/DMTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
tm-mer,Traditional Medicine Meridian Value Sets,https://bioportal.bioontology.org/ontologies/TM-MER,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mamo-scr-onto,Mammography Screening Ontology,https://bioportal.bioontology.org/ontologies/MAMO-SCR-ONTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
comet,LinkML Common Metadata Elements and Terms,https://bioportal.bioontology.org/ontologies/COMET,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bero,Biological and Environmental Research Ontology,https://bioportal.bioontology.org/ontologies/BERO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
drmo,Dental Restorative Material Ontology,https://bioportal.bioontology.org/ontologies/DRMO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
assaynode,Assaynode,https://bioportal.bioontology.org/ontologies/ASSAYNODE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
neic-onto,Unoffical NeIC Organisation Vocabulary,https://bioportal.bioontology.org/ontologies/NEIC-ONTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
nic,Nursing Interventions Classification,https://bioportal.bioontology.org/ontologies/NIC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
contsonto,Continuity of care,https://bioportal.bioontology.org/ontologies/CONTSONTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
momcare,MomCareVocabulary,https://bioportal.bioontology.org/ontologies/MOMCARE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
peo_ontology,Prompt Engineering Ontology,https://bioportal.bioontology.org/ontologies/PEO_ONTOLOGY,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iso19115srs,ISO 19115 Reference Systems,https://bioportal.bioontology.org/ontologies/ISO19115SRS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
iso19115tcc,ISO 19115 Topic Categories,https://bioportal.bioontology.org/ontologies/ISO19115TCC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
m4m-21-variables,M4M.21 FAIRWare Variables,https://bioportal.bioontology.org/ontologies/M4M-21-VARIABLES,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pbpko,Physiologically Based Pharmacokinetic ontology,https://bioportal.bioontology.org/ontologies/PBPKO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
trak,Taxonomy for Rehabilitation of Knee Conditions,https://bioportal.bioontology.org/ontologies/TRAK,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
kenyaanc,kenyaancfile,https://bioportal.bioontology.org/ontologies/KENYAANC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
inbiodiv,An Ontology for Indian Biodiversity Knowledge Management,https://bioportal.bioontology.org/ontologies/INBIODIV,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
canont,Upper-Level Cancer Ontology ,https://bioportal.bioontology.org/ontologies/CANONT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dcat3,DCAT3,https://bioportal.bioontology.org/ontologies/DCAT3,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
m4m-21-subjects,M4M.21 FAIRWare Subjects,https://bioportal.bioontology.org/ontologies/M4M-21-SUBJECTS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hio,Hearing Impairment Ontology,https://bioportal.bioontology.org/ontologies/HIO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
option-ontology,Optimization Algorithm Benchmarking Ontology,https://bioportal.bioontology.org/ontologies/OPTION-ONTOLOGY,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
vrd,Vaccineresearchdata,https://bioportal.bioontology.org/ontologies/VRD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bcs8,Breast Cancer Staging - 8th Edition,https://bioportal.bioontology.org/ontologies/BCS8,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bcs7,Breast Cancer Staging - 7th Edition,https://bioportal.bioontology.org/ontologies/BCS7,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
aspect,"ASPECT: wind energy vAriableS, ParametErs and ConsTants",https://bioportal.bioontology.org/ontologies/ASPECT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
brazi,"Estados, Municipios, Bairros e Regi̵es do Brasil",https://bioportal.bioontology.org/ontologies/BRAZI,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bci-o,Brain-Computer Interaction (BCI) Ontology,https://bioportal.bioontology.org/ontologies/BCI-O,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dseo,Data Science Education Ontology,https://bioportal.bioontology.org/ontologies/DSEO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ho,Histological Ontology,https://bioportal.bioontology.org/ontologies/HO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hc,Habronattus Courtship Ontology,https://bioportal.bioontology.org/ontologies/HC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
oco,OpenCareOntology ,https://bioportal.bioontology.org/ontologies/OCO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
apaeducluster,Educational Cluster,https://bioportal.bioontology.org/ontologies/APAEDUCLUSTER,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
proj,Project ontology,https://bioportal.bioontology.org/ontologies/PROJ,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
zahrahaddad,????????,https://bioportal.bioontology.org/ontologies/ZAHRAHADDAD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
qudt2,"Quantities, Units, Dimensions and Types (QUDT) Schema - Version 2.0",https://bioportal.bioontology.org/ontologies/QUDT2,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
gmm,GoMapMan,https://bioportal.bioontology.org/ontologies/GMM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
my_syriancinema,MWS-WSM Syrian Cinema Ontology,https://bioportal.bioontology.org/ontologies/MY_SYRIANCINEMA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
reproduce-me,REPRODUCE-ME,https://bioportal.bioontology.org/ontologies/REPRODUCE-ME,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dccdfv,Dublin Core Collection Description Frequency Vocabulary,https://bioportal.bioontology.org/ontologies/DCCDFV,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
premedonto,Precision Medicine Ontology,https://bioportal.bioontology.org/ontologies/PREMEDONTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ontosim,The Ontology of Information System on Mortality,https://bioportal.bioontology.org/ontologies/ONTOSIM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
zonmw-content,ZonMW COVID-19,https://bioportal.bioontology.org/ontologies/ZONMW-CONTENT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
apatreatment,APA Treatment Cluster,https://bioportal.bioontology.org/ontologies/APATREATMENT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
melo,Melanoma Ontology,https://bioportal.bioontology.org/ontologies/MELO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
glycocoo,GlycoConjugate Ontology,https://bioportal.bioontology.org/ontologies/GLYCOCOO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
m4m19-subs,M4M19 Subjects,https://bioportal.bioontology.org/ontologies/M4M19-SUBS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
issva,International Society for the Study of Vascular Anomalies (ISSVA) Ontology,https://bioportal.bioontology.org/ontologies/ISSVA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
phfumiado,Phallusia fumigata Anatomy and Development Ontology,https://bioportal.bioontology.org/ontologies/PHFUMIADO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
patel,Archana Patel,https://bioportal.bioontology.org/ontologies/PATEL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
evi,Evidence Graph Ontology,https://bioportal.bioontology.org/ontologies/EVI,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ontodm-core,Ontology of Core Data Mining Entities,https://bioportal.bioontology.org/ontologies/ONTODM-CORE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dsip8,DSIP8REFUGEE,https://bioportal.bioontology.org/ontologies/DSIP8,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
agromop,Control de Cacao,https://bioportal.bioontology.org/ontologies/AGROMOP,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sco_f23,Syrian Cinema Ontology - ahmad - F23,https://bioportal.bioontology.org/ontologies/SCO_F23,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
rocknrolltest,ROCK-N-ROLL-TEST,https://bioportal.bioontology.org/ontologies/ROCKNROLLTEST,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hcm-d,Home Cage Monitoring definition,https://bioportal.bioontology.org/ontologies/HCM-D,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
fitbit,Fitbit Vocabulary,https://bioportal.bioontology.org/ontologies/FITBIT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
optimal,OPTImAL: An ontology for patient adherence modeling in physical activity domain,https://bioportal.bioontology.org/ontologies/OPTIMAL,,,,,,,,,,,,,,,,,,,,,,,,
tcdo,Traditional Chinese Drug Ontology,https://bioportal.bioontology.org/ontologies/TCDO,,,,,,,,,,,,,,,,,,,,,,,,
ooevv,Ontology of Experimental Variables and Values,https://bioportal.bioontology.org/ontologies/OOEVV,,,,,,,,,,,,,,,,,,,,,,,,
ontriscal,Ontology of Risk Stratification in Mental Health,https://bioportal.bioontology.org/ontologies/ONTRISCAL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
diab,BioMedBridges Diabetes Ontology,https://bioportal.bioontology.org/ontologies/DIAB,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dfo,Databank Family Ontology,https://bioportal.bioontology.org/ontologies/DFO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
brct,Brain Region & Cell Type terminology,https://bioportal.bioontology.org/ontologies/BRCT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ctgo,Clinical Trials Gov Ontology,https://bioportal.bioontology.org/ontologies/CTGO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
gender,Gender Identity,https://bioportal.bioontology.org/ontologies/GENDER,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
aceso,Adverse Childhood Experiences Ontology,https://bioportal.bioontology.org/ontologies/ACESO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
cryoem,Cryo Electron Microscopy,https://bioportal.bioontology.org/ontologies/CRYOEM,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hivmt,HIVMutation,https://bioportal.bioontology.org/ontologies/HIVMT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ethanc,ETHANC,https://bioportal.bioontology.org/ontologies/ETHANC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
dsipfl7,DSIP_Fieldlab_7,https://bioportal.bioontology.org/ontologies/DSIPFL7,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
plosthes,PLOS Thesaurus,https://bioportal.bioontology.org/ontologies/PLOSTHES,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
go-plus,go-plus,https://bioportal.bioontology.org/ontologies/GO-PLUS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
wear,WEAR: Wind Energy mAteRials Taxonomy,https://bioportal.bioontology.org/ontologies/WEAR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
datacite-vocab,DATACITE V4.4,https://bioportal.bioontology.org/ontologies/DATACITE-VOCAB,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
vodana-migrants,VODANA MIGRANTS VOCABULARY,https://bioportal.bioontology.org/ontologies/VODANA-MIGRANTS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mineral,Material Mineral,https://bioportal.bioontology.org/ontologies/MINERAL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ckdo,Chronic Kidney Disease Ontology,https://bioportal.bioontology.org/ontologies/CKDO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hdmponto,HierarchicalDMProcessOnto,https://bioportal.bioontology.org/ontologies/HDMPONTO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
onstr,Ontology for Newborn Screening Follow-up and Translational Research,https://bioportal.bioontology.org/ontologies/ONSTR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hcodonont,HGeneCodonOntology,https://bioportal.bioontology.org/ontologies/HCODONONT,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
vodanacovid,VODANA-COVIDTERMS,https://bioportal.bioontology.org/ontologies/VODANACOVID,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
test_a,TEST_A,https://bioportal.bioontology.org/ontologies/TEST_A,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
pcalion,Prostate Cancer Lifestyle Ontology,https://bioportal.bioontology.org/ontologies/PCALION,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mono,Monogenean Ontology,https://bioportal.bioontology.org/ontologies/MONO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
macroalgaetraits,Macroalgae Traits Thesaurus,https://bioportal.bioontology.org/ontologies/MACROALGAETRAITS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mosaic,The MOSAiC Ontology,https://bioportal.bioontology.org/ontologies/MOSAIC,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
bcteo,Bone and Cartilage Tissue Engineering Ontology,https://bioportal.bioontology.org/ontologies/BCTEO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
triage,Nurse triage,https://bioportal.bioontology.org/ontologies/TRIAGE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
socpres,Social Prescribing Ontology,https://bioportal.bioontology.org/ontologies/SOCPRES,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
mcr_tx,MultiCaRe Taxonomy,https://bioportal.bioontology.org/ontologies/MCR_TX,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
sp_ontology,SmartPITeS Proyect Ontology for Complex Chronic Patients,https://bioportal.bioontology.org/ontologies/SP_ONTOLOGY,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ontoparon_social,"Ontology of amyotrophic  lateral sclerosis, social module",https://bioportal.bioontology.org/ontologies/ONTOPARON_SOCIAL,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
nddo,Neurodegenerative Disease Data Ontology,https://bioportal.bioontology.org/ontologies/NDDO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
opd-nambobi,SELECTED OTHER PRIORITY DISEASES UNDER IDSR (INTEGRATED DISEASE SURVEILLANCE AND RESPONSES),https://bioportal.bioontology.org/ontologies/OPD-NAMBOBI,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
lbo,Livestock Breed Ontology,https://bioportal.bioontology.org/ontologies/LBO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
lungmap-mouse,Anatomic Ontology for Mouse Lung Maturation,https://bioportal.bioontology.org/ontologies/LUNGMAP-MOUSE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
incentive,INCENTIVE Community Controlled Vocabulary,https://bioportal.bioontology.org/ontologies/INCENTIVE,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ontopsychia,"OntoPsychia, social module",https://bioportal.bioontology.org/ontologies/ONTOPSYCHIA,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ml_mcr_tx,MultiCaRe Taxonomy (ML Labels),https://bioportal.bioontology.org/ontologies/ML_MCR_TX,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
nihss,National Institutes of Health Stroke Scale Ontology,https://bioportal.bioontology.org/ontologies/NIHSS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
ros,Radiation Oncology Structures Ontology,https://bioportal.bioontology.org/ontologies/ROS,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
allergydetector,Allergy Detector II,https://bioportal.bioontology.org/ontologies/ALLERGYDETECTOR,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
nhsqi2009,NHS Quality Indicators,https://bioportal.bioontology.org/ontologies/NHSQI2009,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hord,Holistic Ontology of Rare Diseases,https://bioportal.bioontology.org/ontologies/HORD,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
hasco,Human-Aware Science Ontology,https://bioportal.bioontology.org/ontologies/HASCO,0,0,,,,2,0,,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0.167
